"Date","Price","Open","High","Low","Vol.","Change %"
"02/29/2024","385.60","384.41","389.26","383.93","2.13M","-0.26%"
"02/28/2024","386.59","384.60","386.75","383.56","902.88K","0.03%"
"02/27/2024","386.46","386.46","389.47","385.27","1.04M","-0.47%"
"02/26/2024","388.27","389.40","391.81","386.15","1.02M","-0.38%"
"02/23/2024","389.77","389.08","391.25","387.28","1.00M","0.18%"
"02/22/2024","389.08","382.43","389.68","382.21","1.54M","2.33%"
"02/21/2024","380.23","376.75","380.47","373.15","1.22M","0.69%"
"02/20/2024","377.64","379.69","382.88","374.61","1.45M","-0.26%"
"02/16/2024","378.63","378.29","381.15","376.00","1.27M","-0.41%"
"02/15/2024","380.17","382.03","383.00","377.54","1.05M","-0.42%"
"02/14/2024","381.76","380.09","381.91","378.00","1.15M","0.76%"
"02/13/2024","378.89","375.00","383.24","371.00","1.71M","-0.85%"
"02/12/2024","382.13","386.09","387.36","381.07","1.57M","-1.57%"
"02/09/2024","388.22","387.46","389.92","383.05","1.23M","0.33%"
"02/08/2024","386.94","389.51","391.60","385.36","998.66K","-1.13%"
"02/07/2024","391.38","390.38","392.00","385.72","1.46M","0.43%"
"02/06/2024","389.69","385.26","389.79","384.12","1.69M","1.50%"
"02/05/2024","383.94","384.47","388.62","380.57","1.58M","0.04%"
"02/02/2024","383.77","382.33","385.43","377.90","1.77M","-0.02%"
"02/01/2024","383.83","378.41","384.29","375.67","1.63M","1.48%"
"01/31/2024","378.22","378.50","383.74","375.60","1.80M","0.25%"
"01/30/2024","377.29","377.37","381.79","376.42","1.38M","-0.49%"
"01/29/2024","379.16","374.41","379.34","373.06","1.60M","1.17%"
"01/26/2024","374.76","371.60","375.06","368.01","2.14M","-0.06%"
"01/25/2024","374.97","372.61","377.33","370.60","1.87M","1.32%"
"01/24/2024","370.07","383.93","384.00","362.14","4.95M","-0.36%"
"01/23/2024","371.41","377.25","377.80","367.50","2.39M","-1.17%"
"01/22/2024","375.81","377.91","379.39","375.07","1.81M","0.26%"
"01/19/2024","374.82","374.00","376.90","370.65","2.39M","0.78%"
"01/18/2024","371.93","369.88","374.18","366.79","2.53M","3.64%"
"01/17/2024","358.88","358.40","361.23","355.17","1.25M","-0.95%"
"01/16/2024","362.33","363.39","364.48","359.39","1.49M","-0.38%"
"01/12/2024","363.71","365.00","366.86","360.96","1.46M","0.39%"
"01/11/2024","362.31","364.45","366.80","357.63","2.23M","-0.59%"
"01/10/2024","364.45","348.00","364.87","345.53","4.87M","10.25%"
"01/09/2024","330.56","326.03","332.80","325.77","1.42M","0.52%"
"01/08/2024","328.86","324.50","329.53","324.12","1.46M","1.97%"
"01/05/2024","322.50","322.55","327.52","321.31","1.04M","-0.24%"
"01/04/2024","323.27","320.43","326.41","320.26","1.47M","0.35%"
"01/03/2024","322.13","328.10","328.10","320.68","1.60M","-2.67%"
"01/02/2024","330.98","333.00","336.20","328.38","1.38M","-1.89%"
"12/29/2023","337.36","337.83","339.26","336.62","1.30M","-0.30%"
"12/28/2023","338.39","337.01","340.49","336.34","740.72K","0.27%"
"12/27/2023","337.47","337.00","337.67","335.07","750.00K","0.02%"
"12/26/2023","337.39","336.92","338.35","335.21","736.80K","0.34%"
"12/22/2023","336.26","334.52","337.06","333.46","1.03M","0.84%"
"12/21/2023","333.45","328.97","333.98","327.53","1.97M","2.46%"
"12/20/2023","325.43","334.05","334.05","325.26","1.85M","-3.07%"
"12/19/2023","335.72","328.42","336.58","328.00","2.28M","2.22%"
"12/18/2023","328.42","325.73","331.99","325.01","1.94M","1.25%"
"12/15/2023","324.35","325.83","327.00","322.59","3.64M","-0.56%"
"12/14/2023","326.18","330.00","332.61","324.83","2.07M","-0.85%"
"12/13/2023","328.96","320.68","329.45","320.22","1.45M","2.57%"
"12/12/2023","320.71","316.96","321.36","314.38","1.37M","1.67%"
"12/11/2023","315.43","310.00","319.80","309.80","1.73M","1.61%"
"12/08/2023","310.42","310.52","312.88","308.58","1.22M","-0.37%"
"12/07/2023","311.56","310.97","312.74","307.72","1.31M","0.42%"
"12/06/2023","310.26","311.39","313.60","308.61","1.18M","0.24%"
"12/05/2023","309.52","312.00","312.00","304.50","1.25M","-0.74%"
"12/04/2023","311.84","311.92","315.93","308.91","1.43M","-1.07%"
"12/01/2023","315.20","310.59","315.64","308.73","1.39M","1.40%"
"11/30/2023","310.84","310.76","311.99","304.70","2.44M","0.03%"
"11/29/2023","310.76","312.00","316.30","309.96","1.39M","-0.06%"
"11/28/2023","310.95","311.84","312.76","309.26","1.56M","-1.28%"
"11/27/2023","314.98","314.68","316.00","312.02","1.08M","-0.95%"
"11/24/2023","318.01","316.95","318.26","316.00","601.27K","0.70%"
"11/22/2023","315.80","315.00","317.39","313.92","1.20M","1.28%"
"11/21/2023","311.82","311.00","312.22","308.85","1.46M","0.15%"
"11/20/2023","311.34","305.44","312.20","305.00","1.75M","1.99%"
"11/17/2023","305.28","306.34","311.23","304.61","2.99M","0.44%"
"11/16/2023","303.95","296.79","305.30","295.02","2.30M","3.66%"
"11/15/2023","293.22","291.39","297.34","291.39","1.89M","0.55%"
"11/14/2023","291.62","288.37","294.14","287.98","1.85M","3.24%"
"11/13/2023","282.48","285.33","289.99","281.12","1.77M","1.80%"
"11/10/2023","277.49","273.41","278.55","269.49","1.54M","1.87%"
"11/09/2023","272.40","277.98","278.95","271.89","1.10M","-1.99%"
"11/08/2023","277.93","280.50","282.45","276.80","1.62M","-0.27%"
"11/07/2023","278.69","277.22","279.62","275.27","1.81M","0.52%"
"11/06/2023","277.26","278.13","279.52","273.70","1.16M","-0.45%"
"11/03/2023","278.52","280.22","281.58","277.39","1.31M","0.23%"
"11/02/2023","277.89","274.57","278.15","272.63","1.97M","2.75%"
"11/01/2023","270.46","262.17","272.18","262.00","2.09M","3.14%"
"10/31/2023","262.22","260.39","263.95","260.17","2.37M","1.44%"
"10/30/2023","258.49","260.08","261.15","254.85","2.28M","-0.19%"
"10/27/2023","258.98","263.82","264.77","257.01","1.86M","-0.20%"
"10/26/2023","259.51","264.24","264.24","255.95","2.92M","-2.66%"
"10/25/2023","266.61","280.13","281.88","266.13","2.62M","-3.89%"
"10/24/2023","277.39","271.93","280.02","271.77","2.53M","1.76%"
"10/23/2023","272.59","268.50","278.18","267.05","2.56M","2.13%"
"10/20/2023","266.91","260.05","269.49","256.72","7.00M","-2.39%"
"10/19/2023","273.45","277.10","278.13","271.71","3.02M","-0.75%"
"10/18/2023","275.52","275.00","278.70","273.05","1.99M","0.05%"
"10/17/2023","275.37","272.41","279.62","268.43","2.52M","0.44%"
"10/16/2023","274.16","276.00","278.61","270.60","2.28M","0.37%"
"10/13/2023","273.15","266.83","273.72","265.50","2.94M","2.64%"
"10/12/2023","266.12","281.93","283.27","265.60","5.15M","-5.56%"
"10/11/2023","281.79","298.66","298.72","278.20","3.56M","-5.39%"
"10/10/2023","297.83","295.13","301.07","292.52","1.46M","1.13%"
"10/09/2023","294.49","293.13","295.13","289.60","920.39K","-0.40%"
"10/06/2023","295.68","286.47","296.73","284.99","1.44M","1.93%"
"10/05/2023","290.09","291.85","292.45","284.80","963.16K","-0.07%"
"10/04/2023","290.28","289.62","290.82","285.47","1.12M","0.78%"
"10/03/2023","288.04","291.54","292.83","286.47","1.06M","-2.35%"
"10/02/2023","294.98","291.96","296.39","290.01","978.19K","0.92%"
"09/29/2023","292.29","297.87","298.35","291.70","1.29M","-1.30%"
"09/28/2023","296.15","292.13","297.40","292.13","1.21M","1.62%"
"09/27/2023","291.43","292.00","297.45","288.55","1.75M","0.24%"
"09/26/2023","290.74","291.73","292.85","288.95","1.30M","-0.86%"
"09/25/2023","293.25","286.40","293.39","285.74","1.52M","1.75%"
"09/22/2023","288.20","286.49","293.92","284.42","1.96M","1.35%"
"09/21/2023","284.35","290.06","290.66","283.74","2.04M","-2.61%"
"09/20/2023","291.96","303.17","303.39","291.79","1.39M","-2.57%"
"09/19/2023","299.65","298.17","300.48","295.25","1.08M","0.50%"
"09/18/2023","298.17","296.13","303.80","296.00","1.01M","0.89%"
"09/15/2023","295.54","303.74","304.04","294.85","2.79M","-2.70%"
"09/14/2023","303.74","305.23","305.87","299.81","1.35M","0.34%"
"09/13/2023","302.70","301.05","304.95","300.14","1.23M","0.38%"
"09/12/2023","301.55","300.92","302.88","300.00","1.21M","-0.26%"
"09/11/2023","302.35","300.00","304.18","298.70","1.57M","1.38%"
"09/08/2023","298.22","297.55","300.22","296.58","1.51M","0.34%"
"09/07/2023","297.22","305.53","305.97","295.01","2.12M","-3.45%"
"09/06/2023","307.84","309.48","309.65","303.80","1.17M","0.05%"
"09/05/2023","307.68","310.00","311.38","306.68","944.10K","-0.88%"
"09/01/2023","310.41","317.55","318.20","309.20","1.34M","-0.73%"
"08/31/2023","312.68","319.60","321.31","312.46","2.08M","-1.85%"
"08/30/2023","318.58","312.05","319.52","312.05","2.09M","2.64%"
"08/29/2023","310.39","301.50","311.08","301.50","1.80M","2.96%"
"08/28/2023","301.48","301.22","304.91","300.00","1.45M","1.32%"
"08/25/2023","297.55","287.28","298.36","286.74","1.92M","4.17%"
"08/24/2023","285.64","292.88","293.49","285.47","1.56M","-1.64%"
"08/23/2023","290.39","287.56","292.70","287.56","1.32M","1.12%"
"08/22/2023","287.16","287.73","289.08","285.73","1.16M","0.17%"
"08/21/2023","286.67","286.12","286.88","282.50","1.78M","0.25%"
"08/18/2023","285.95","287.46","291.06","284.88","2.98M","-1.42%"
"08/17/2023","290.08","298.06","299.57","289.11","2.06M","-3.09%"
"08/16/2023","299.32","305.60","306.27","299.10","1.44M","-2.38%"
"08/15/2023","306.62","306.09","312.30","305.93","1.34M","0.50%"
"08/14/2023","305.08","304.86","305.89","303.23","950.82K","0.19%"
"08/11/2023","304.49","302.93","306.09","302.52","933.71K","-0.06%"
"08/10/2023","304.67","305.75","308.60","303.82","1.05M","0.19%"
"08/09/2023","304.10","302.87","307.40","302.47","1.22M","0.41%"
"08/08/2023","302.87","306.24","306.27","297.17","2.27M","-2.06%"
"08/07/2023","309.24","310.00","312.86","307.66","1.66M","-0.02%"
"08/04/2023","309.31","311.90","313.27","308.25","1.66M","-0.63%"
"08/03/2023","311.28","310.38","313.29","306.09","1.64M","-0.83%"
"08/02/2023","313.87","320.59","322.61","313.34","1.91M","-3.11%"
"08/01/2023","323.95","322.00","324.52","321.70","1.35M","-0.14%"
"07/31/2023","324.40","325.89","326.27","321.91","1.44M","-0.65%"
"07/28/2023","326.53","327.40","328.70","324.93","1.47M","0.92%"
"07/27/2023","323.56","331.71","333.68","322.66","1.64M","-1.76%"
"07/26/2023","329.37","328.27","331.02","326.56","1.26M","-0.46%"
"07/25/2023","330.90","322.76","331.55","322.46","2.02M","2.27%"
"07/24/2023","323.56","336.76","337.85","322.64","3.00M","-3.89%"
"07/21/2023","336.66","335.91","345.40","329.53","9.16M","-3.16%"
"07/20/2023","347.66","350.05","353.46","346.85","3.44M","-0.58%"
"07/19/2023","349.70","357.64","358.07","348.00","2.58M","-1.47%"
"07/18/2023","354.93","351.61","355.49","346.54","2.24M","0.31%"
"07/17/2023","353.84","354.00","355.54","348.60","1.81M","-0.05%"
"07/14/2023","354.00","347.50","355.38","346.40","2.07M","2.03%"
"07/13/2023","346.97","348.32","349.58","345.95","2.31M","-0.18%"
"07/12/2023","347.59","342.88","348.63","341.45","1.72M","2.50%"
"07/11/2023","339.11","340.92","342.76","336.64","1.85M","-0.34%"
"07/10/2023","340.27","333.33","341.15","333.33","2.04M","2.71%"
"07/07/2023","331.29","329.99","332.97","327.62","2.02M","0.35%"
"07/06/2023","330.14","328.78","331.65","328.02","1.17M","-1.12%"
"07/05/2023","333.89","334.16","336.27","331.44","1.05M","-0.64%"
"07/03/2023","336.03","339.92","339.92","334.25","826.03K","-1.73%"
"06/30/2023","341.94","341.33","344.08","340.57","1.51M","1.02%"
"06/29/2023","338.49","335.00","340.59","334.61","1.68M","1.65%"
"06/28/2023","332.98","330.00","334.51","329.48","1.09M","0.90%"
"06/27/2023","330.02","329.51","330.99","325.29","1.27M","1.49%"
"06/26/2023","325.16","326.60","328.43","323.23","1.31M","-0.64%"
"06/23/2023","327.26","324.71","328.68","323.72","1.59M","-0.11%"
"06/22/2023","327.61","323.69","328.28","322.28","864.44K","1.20%"
"06/21/2023","323.74","327.83","327.83","322.14","1.45M","-1.25%"
"06/20/2023","327.83","328.00","329.68","324.07","1.73M","-0.46%"
"06/16/2023","329.36","331.69","333.14","328.00","3.11M","0.33%"
"06/15/2023","328.27","322.24","330.53","320.45","1.78M","1.61%"
"06/14/2023","323.07","323.07","327.42","319.25","2.14M","2.42%"
"06/13/2023","315.45","313.47","316.98","312.69","1.05M","0.58%"
"06/12/2023","313.64","313.83","316.28","312.00","1.47M","0.28%"
"06/09/2023","312.76","310.82","313.50","308.61","938.70K","0.62%"
"06/08/2023","310.82","306.32","311.23","304.79","1.13M","1.17%"
"06/07/2023","307.24","314.67","314.82","306.79","1.37M","-2.69%"
"06/06/2023","315.72","316.90","318.92","313.00","1.13M","-0.56%"
"06/05/2023","317.49","311.85","318.62","310.87","1.51M","1.70%"
"06/02/2023","312.18","310.54","313.47","308.82","1.28M","0.53%"
"06/01/2023","310.54","308.00","311.33","305.58","1.18M","0.88%"
"05/31/2023","307.84","307.00","308.26","300.14","2.45M","0.25%"
"05/30/2023","307.07","308.88","313.13","305.97","1.80M","0.06%"
"05/26/2023","306.90","302.76","307.86","302.76","1.44M","1.03%"
"05/25/2023","303.77","299.95","305.24","297.38","1.67M","0.43%"
"05/24/2023","302.48","300.01","303.65","299.20","1.19M","0.35%"
"05/23/2023","301.44","311.23","311.92","297.83","1.63M","-3.88%"
"05/22/2023","313.62","312.83","317.81","312.57","1.05M","0.00%"
"05/19/2023","313.61","313.00","315.20","311.42","1.37M","0.44%"
"05/18/2023","312.23","307.87","312.65","307.04","1.39M","1.30%"
"05/17/2023","308.22","307.51","308.78","303.96","1.26M","0.53%"
"05/16/2023","306.61","306.67","308.36","306.10","811.99K","-0.47%"
"05/15/2023","308.05","305.01","308.28","304.85","1.31M","0.91%"
"05/12/2023","305.27","304.28","305.95","303.09","950.39K","0.59%"
"05/11/2023","303.47","302.00","304.19","300.41","1.31M","0.29%"
"05/10/2023","302.59","303.10","304.05","300.53","1.27M","0.34%"
"05/09/2023","301.55","303.08","303.08","300.33","1.12M","-0.51%"
"05/08/2023","303.09","304.54","304.60","301.01","1.05M","-0.59%"
"05/05/2023","304.88","303.33","305.48","301.26","1.23M","0.55%"
"05/04/2023","303.21","303.53","304.99","300.79","1.40M","-0.61%"
"05/03/2023","305.06","302.99","307.76","302.24","1.52M","1.27%"
"05/02/2023","301.22","300.71","302.89","297.63","1.69M","-0.59%"
"05/01/2023","303.02","301.00","308.46","300.26","1.44M","0.60%"
"04/28/2023","301.22","297.62","301.57","296.76","1.94M","1.79%"
"04/27/2023","295.92","295.41","296.31","290.67","1.49M","0.33%"
"04/26/2023","294.96","293.03","296.95","291.02","1.65M","0.00%"
"04/25/2023","294.97","299.83","301.57","292.91","2.43M","-1.83%"
"04/24/2023","300.46","299.11","303.10","297.73","2.15M","0.08%"
"04/21/2023","300.22","297.87","300.88","296.50","2.18M","0.94%"
"04/20/2023","297.41","298.96","302.23","296.76","2.81M","-0.39%"
"04/19/2023","298.57","292.00","304.84","292.00","6.18M","10.88%"
"04/18/2023","269.28","270.00","270.23","266.45","2.63M","0.15%"
"04/17/2023","268.89","266.99","268.94","265.83","1.23M","0.70%"
"04/14/2023","267.02","265.54","268.40","264.57","1.32M","0.17%"
"04/13/2023","266.56","264.00","266.70","262.87","1.44M","1.83%"
"04/12/2023","261.77","265.00","265.89","261.42","1.15M","-0.38%"
"04/11/2023","262.77","259.60","263.62","259.17","1.62M","1.48%"
"04/10/2023","258.94","255.60","259.11","252.04","1.16M","0.79%"
"04/06/2023","256.90","258.33","259.33","255.24","1.03M","-0.42%"
"04/05/2023","257.99","254.23","258.89","253.74","1.37M","1.29%"
